%Datos para crear un modelo de reconocimiento de actividades fisicas. 
%Orden supuesto: CHEST ACCX MEAN, ACCY MEAN ACCZ MEAN ACCX STD ACCY STD ACCZ STD ACCX MAX...LC ACCX MEAN... RLA....
%Orden real: 
@relation activities

%CHEST
@attribute chestAccXmean numeric
@attribute chestAccYmean numeric
@attribute chestAccZmean numeric
@attribute chestAccXstd numeric
@attribute chestAccYstd numeric
@attribute chestAccZstd numeric
@attribute chestAccXmax numeric
@attribute chestAccYmax numeric
@attribute chestAccZmax numeric
@attribute chestAccXmin numeric
@attribute chestAccYmin numeric
@attribute chestAccZmin numeric

%LC
@attribute lcAccXmean numeric
@attribute lcAccYmean numeric
@attribute lcAccZmean numeric
@attribute lcAccXstd numeric
@attribute lcAccYstd numeric
@attribute lcAccZstd numeric
@attribute lcAccXmax numeric
@attribute lcAccYmax numeric
@attribute lcAccZmax numeric
@attribute lcAccXmin numeric
@attribute lcAccYmin numeric
@attribute lcAccZmin numeric

%RLA
@attribute rlaAccXmean numeric
@attribute rlaAccYmean numeric
@attribute rlaAccZmean numeric
@attribute rlaAccXstd numeric
@attribute rlaAccYstd numeric
@attribute rlaAccZstd numeric
@attribute rlaAccXmax numeric
@attribute rlaAccYmax numeric
@attribute rlaAccZmax numeric
@attribute rlaAccXmin numeric
@attribute rlaAccYmin numeric
@attribute rlaAccZmin numeric

%CLASS ATTRIBUTE
@attribute activity {1,2,3,4,5,6,7,8,9,10,11,12}

@data
-2.0269,-6.7206,6.6587,0.16889,0.15369,0.15129,-1.4081,-6.3311,6.9761,-2.465,-7.126,6.1962,7.5758,0.47432,6.1489,0.10706,0.11004,0.094824,7.8305,0.7055,6.3837,7.2799,0.18924,5.893,-9.7326,0.20368,-0.23982,0.12897,0.11324,0.1327,-9.3256,0.46044,0.17334,-9.9819,-0.11224,-0.62623,3
-1.9718,-6.6909,6.6935,0.15915,0.1643,0.13009,-1.5727,-6.1878,7.0614,-2.4885,-7.0438,6.3626,7.5841,0.46756,6.1617,0.11071,0.10963,0.094515,7.8824,0.86586,6.3885,7.3642,0.24889,5.9044,-9.7467,0.17322,-0.030554,0.14375,0.12742,0.12778,-9.4905,0.44168,0.23929,-10.076,-0.091087,-0.38753,3
-1.9902,-6.7271,6.675,0.16549,0.15311,0.12128,-1.5846,-6.3208,6.9357,-2.3701,-7.1081,6.298,7.5789,0.48192,6.1804,0.10732,0.10765,0.096947,7.9238,0.75544,6.458,7.261,0.21688,5.8462,-9.7252,0.16894,-0.057015,0.12002,0.10276,0.12348,-9.3215,0.42011,0.1941,-9.9706,-0.1013,-0.41279,3
-2.0409,-6.6986,6.7034,0.1636,0.15555,0.13752,-1.4497,-6.2213,7.1093,-2.5826,-7.0866,6.1618,7.5679,0.47694,6.1676,0.10759,0.10913,0.10104,7.8036,0.7637,6.4911,7.312,0.24045,5.8751,-9.7368,0.23874,-0.13614,0.12989,0.12889,0.11885,-9.4864,0.52891,0.2081,-10.005,-0.022199,-0.36968,3
-2.0505,-6.6969,6.6451,0.17096,0.15365,0.16971,-1.3984,-6.3085,7.118,-2.3808,-7.0115,5.901,7.5942,0.47008,6.1615,0.10695,0.11018,0.087283,7.9022,0.76402,6.3374,7.3426,0.2198,5.9567,-9.7633,0.24379,-0.1507,0.12712,0.11455,0.11213,-9.4452,0.51046,0.15491,-10.03,-0.053256,-0.46348,3
-2.0188,-6.7197,6.6546,0.14409,0.14804,0.15673,-1.5232,-6.2515,7.0742,-2.3025,-7.1548,6.1114,7.5791,0.4994,6.1519,0.11016,0.1062,0.097852,7.8523,0.75389,6.4621,7.3312,0.15891,5.9024,-9.7465,0.25502,-0.14513,0.10942,0.12463,0.11467,-9.4525,0.51838,0.10038,-9.9982,-0.09536,-0.53602,3
-2.0708,-6.711,6.6325,0.13988,0.15768,0.14979,-1.745,-6.1708,7.0186,-2.5105,-7.0855,6.1311,7.5934,0.48188,6.1474,0.09614,0.11398,0.11498,7.8618,0.74523,6.5173,7.3943,-0.00084719,5.8559,-9.7609,0.2603,-0.13649,0.13298,0.12983,0.1066,-9.4114,0.58957,0.16983,-10.176,-0.060655,-0.37961,3
-2.052,-6.742,6.6503,0.13099,0.155,0.1559,-1.7238,-6.3318,7.0538,-2.3586,-7.259,5.9227,7.6055,0.47781,6.1575,0.095482,0.11669,0.11154,7.864,0.84501,6.4394,7.4024,0.22795,5.9203,-9.7278,0.21685,-0.12907,0.13746,0.106,0.12265,-9.3763,0.42146,0.2989,-10.028,-0.12152,-0.40937,3
-2.0426,-6.6808,6.6752,0.15423,0.15793,0.14969,-1.5816,-6.1693,6.9289,-2.302,-6.9967,6.2598,7.592,0.48456,6.1338,0.10228,0.1056,0.097036,7.8631,0.78433,6.3626,7.2879,0.23982,5.8355,-9.7174,0.2205,-0.11673,0.12448,0.10419,0.11059,-9.3809,0.52151,0.2046,-10.175,-0.041688,-0.36718,3
-2.0428,-6.6649,6.681,0.15523,0.15092,0.12789,-1.703,-6.3437,6.9907,-2.4859,-7.2764,6.1485,7.5885,0.49087,6.1435,0.10828,0.1207,0.10744,7.9231,0.82292,6.3872,7.3096,0.089571,5.8348,-9.7308,0.23339,-0.082693,0.1188,0.11038,0.10983,-9.4466,0.46982,0.18476,-10.098,-0.0019802,-0.32991,3
-2.0411,-6.6791,6.6676,0.16019,0.14379,0.14621,-1.4759,-6.3606,7.0283,-2.4663,-7.1074,6.315,7.5894,0.49969,6.1717,0.1004,0.10566,0.10767,7.8959,0.80541,6.4594,7.3746,0.23869,5.9239,-9.7461,0.2301,-0.078671,0.13915,0.11419,0.11479,-9.3415,0.51046,0.22645,-10.031,-0.07337,-0.337,3
-2.0299,-6.6961,6.6593,0.16507,0.16644,0.17038,-1.4242,-6.2214,7.093,-2.4196,-7.1552,6.0684,7.5918,0.47593,6.1355,0.10197,0.12862,0.10659,7.9962,0.93469,6.3994,7.3314,0.020964,5.867,-9.7409,0.2261,-0.01729,0.1227,0.12524,0.11862,-9.4258,0.59842,0.26021,-9.9916,-0.05138,-0.37369,3
-2.0777,-6.7052,6.6717,0.14554,0.1617,0.14273,-1.7682,-6.1908,6.9848,-2.5139,-7.3093,6.1244,7.5915,0.47635,6.1482,0.11235,0.12388,0.11721,7.9269,0.8151,6.5135,7.167,0.15714,5.8126,-9.7538,0.23276,-0.047798,0.12126,0.10729,0.10945,-9.4422,0.5707,0.21552,-10.122,-0.033663,-0.36627,3
-2.0752,-6.6912,6.6703,0.16296,0.17986,0.14768,-1.5289,-6.1998,6.933,-2.4588,-7.2064,6.2039,7.6187,0.48655,6.1489,0.10826,0.097301,0.115,7.8867,0.74431,6.4795,7.3407,0.22795,5.8646,-9.7572,0.2215,-0.045808,0.1482,0.11675,0.11143,-9.32,0.54131,0.23387,-10.219,-0.072953,-0.29531,3
-2.0466,-6.7009,6.6651,0.14165,0.14688,0.1517,-1.6323,-6.3518,6.9567,-2.3206,-7.1063,6.2699,7.6109,0.46626,6.1286,0.11482,0.10574,0.10395,7.8956,0.77288,6.3809,7.3306,0.19104,5.8893,-9.7552,0.25527,-0.032069,0.13365,0.11394,0.12559,-9.3698,0.5187,0.27897,-9.9876,-0.049295,-0.33742,3
-2.0845,-6.702,6.6833,0.15353,0.16365,0.13778,-1.6824,-6.3917,6.924,-2.567,-7.2296,6.1859,7.6027,0.47726,6.1224,0.09853,0.099374,0.11056,7.8425,0.7348,6.4337,7.3933,0.27873,5.8241,-9.7328,0.25336,-0.036454,0.11286,0.10399,0.12599,-9.4233,0.50129,0.32066,-10.028,0.030119,-0.38794,3
-2.0326,-6.6863,6.6552,0.17957,0.14602,0.14439,-1.343,-6.2165,6.9639,-2.4093,-6.9929,6.2584,7.6142,0.4675,6.1369,0.11406,0.11007,0.083289,7.9343,0.68632,6.3148,7.3319,0.12116,5.7624,-9.7395,0.23023,-0.036078,0.13802,0.10057,0.11505,-9.3217,0.49181,0.20852,-10.146,-0.01261,-0.26888,3
-2.0624,-6.6681,6.7052,0.16923,0.16104,0.19399,-1.5615,-6.0012,7.4874,-2.5248,-6.9548,6.2538,7.6173,0.50396,6.1422,0.11007,0.10819,0.10574,7.9244,0.76587,6.4461,7.371,0.28779,5.8701,-9.735,0.25998,0.017799,0.13985,0.1101,0.12125,-9.3802,0.50942,0.42638,-10.141,0.02939,-0.25705,3
-2.0532,-6.6755,6.6835,0.15836,0.15089,0.18683,-1.6626,-6.1966,7.2318,-2.5283,-7.1134,6.2692,7.6409,0.4607,6.0972,0.10527,0.10052,0.096958,7.8935,0.79309,6.3821,7.3819,0.060581,5.8566,-9.7355,0.2719,0.023195,0.12683,0.10571,0.1315,-9.4128,0.47096,0.30382,-9.9976,0.00083375,-0.36768,3
-2.0631,-6.6577,6.7144,0.14845,0.15114,0.16218,-1.7449,-6.3014,7.0969,-2.5103,-7.1454,6.3142,7.6278,0.46851,6.0917,0.10939,0.11963,0.11242,7.8526,0.74471,6.4511,7.3542,0.15964,5.8201,-9.7431,0.26026,0.035582,0.11793,0.11198,0.12019,-9.4313,0.53183,0.28848,-10.036,-0.04075,-0.27389,3
-9.7379,0.43159,1.3314,2.4128,0.96213,1.3549,-5.4878,2.7385,3.8542,-15.325,-2.1437,-2.338,2.7357,-11.757,-1.5371,4.1397,4.3314,7.1302,19.993,-2.4618,23.244,-12.926,-19.438,-19.053,-3.4994,-8.9644,1.1569,1.351,2.4056,0.7913,-1.5504,-5.1148,3.0789,-7.8031,-17.205,-0.48491,4
-9.5098,0.35426,1.0636,2.2277,1.0529,1.4735,-6.1061,3.8705,4.5554,-15.284,-1.754,-2.9546,2.6687,-11.377,-1.163,3.4731,4.3427,5.4366,12.661,5.1904,23.054,-5.8394,-19.399,-18.923,-4.0098,-8.8921,1.0236,1.7268,2.3449,0.88635,-0.80539,-5.7148,3.1321,-11.082,-15.053,-0.86727,4
-9.7516,0.38864,1.404,2.4066,0.9288,1.5294,-5.6477,3.0539,3.9786,-15.7,-1.6486,-2.4861,2.7338,-11.11,-1.5428,4.1989,4.818,7.138,17.339,6.6255,23.198,-12.108,-19.437,-18.942,-3.7662,-9.1899,1.1798,1.5252,2.2988,0.83797,0.58836,-5.4105,3.5974,-9.7938,-15.863,-0.54869,4
-9.8365,0.29282,1.4238,2.4048,1.0512,1.6626,-5.4463,2.8502,4.4136,-15.274,-2.2379,-2.3551,2.9963,-12.168,-2.4447,4.3086,3.9998,6.6233,19.7,-3.1058,23.255,-13.309,-19.419,-19.139,-3.5162,-9.2535,1.1264,1.3462,2.4647,0.81572,-0.77277,-5.391,3.4431,-8.7963,-14.82,-0.22695,4
-9.6622,0.35782,1.4955,2.4239,1.0432,1.4616,-5.2248,3.5202,4.2367,-14.752,-1.9349,-2.3442,2.4777,-11.387,-2.2862,3.9367,4.3666,7.1335,19.96,4.532,22.998,-16.441,-19.427,-18.997,-3.5181,-9.0608,0.98364,1.3635,2.3638,0.95127,-0.79906,-5.4585,3.4376,-8.4875,-15.292,-1.0114,4
-9.4594,0.46624,1.3338,2.4195,1.1704,1.4907,-5.154,4.5559,4.3717,-15.362,-2.5985,-2.7332,2.7344,-11.49,-2.2991,4.489,4.3739,7.1167,20.003,-1.5203,23.213,-15.86,-19.407,-18.977,-3.4688,-9.0376,1.1326,1.3266,2.5696,0.89124,-0.91587,-5.1354,3.4808,-8.0609,-15.624,-0.44672,4
-9.8163,0.50541,1.2985,2.4803,1.0805,1.5983,-5.5682,3.4683,4.3694,-16.121,-2.2013,-2.4366,2.8652,-11.735,-2.1649,4.3598,4.3633,7.1639,16.367,-2.6088,23.173,-13.573,-19.389,-18.955,-3.4629,-9.3285,1.092,1.5205,2.5595,0.7664,1.008,-5.2244,3.4432,-8.6915,-16.636,-0.064199,4
-9.8931,0.4083,1.188,2.2068,1.1058,1.4794,-5.7523,3.9672,3.7221,-14.918,-2.2183,-2.9578,2.7858,-11.542,-2.402,4.6026,4.4321,7.3472,19.789,0.64442,23.21,-16.398,-19.378,-18.941,-3.5394,-9.2882,0.84543,1.6012,2.4386,0.89248,-0.39798,-4.6166,3.3154,-10.029,-16.814,-0.65791,4
-9.5635,0.37925,1.5513,2.2875,1.0035,1.5025,-6.0194,2.9572,4.2618,-14.251,-1.7319,-2.3105,2.7594,-11.447,-2.0031,4.0301,3.9903,6.538,19.975,-4.242,23.357,-15.092,-19.39,-18.735,-3.3085,-8.9799,0.97615,1.4709,2.3909,0.81992,-0.013967,-5.3351,3.1301,-7.9678,-14.635,-0.58604,4
-9.5961,0.40164,1.1706,2.3257,1.0354,1.6578,-6.1164,3.1623,4.4149,-14.821,-2.0879,-3.2157,2.7213,-11.39,-1.1055,3.815,3.9914,6.3899,19.964,2.0272,23.361,-9.0511,-19.405,-18.789,-3.4238,-9.3114,0.9994,1.6103,2.4395,0.91589,-0.62998,-5.1187,3.4077,-8.7746,-16.647,-0.7297,4
-9.9363,0.45623,1.2045,2.2244,1.0392,1.5562,-5.8493,3.8647,4.1893,-14.911,-1.9552,-2.9851,2.712,-11.835,-2.0201,3.4145,4.6015,6.6416,12.569,5.7422,22.964,-8.2199,-19.403,-18.924,-3.6974,-9.2073,1.298,1.4569,2.2521,0.91015,-0.74787,-5.5755,3.4303,-8.7033,-16.949,-0.53352,4
-9.688,0.41661,1.2854,2.5488,1.0894,1.3065,-6.1433,3.3795,3.7921,-16.794,-3.4396,-1.9741,2.8113,-11.696,-2.2631,4.7332,4.4955,6.5077,19.678,-2.2734,23.155,-15.107,-19.383,-18.948,-3.4536,-9.1153,1.247,1.4135,2.7023,0.93499,-0.60353,-5.4999,4.4646,-8.2093,-17.953,-0.3039,4
-9.6188,0.31216,1.4605,2.4226,0.98756,1.3572,-5.8225,2.6734,3.8407,-15.186,-2.2734,-3.2845,2.5465,-11.316,-2.4581,4.4162,4.1526,6.6449,19.5,-3.145,17.92,-12.685,-19.4,-18.949,-3.3224,-9.0046,1.1469,1.306,2.4061,0.90542,-0.11383,-5.5342,3.6864,-8.4673,-15.1,-0.31066,4
-9.6078,0.51742,1.0687,2.3546,1.0203,1.3839,-5.613,3.8163,3.9911,-15.777,-1.8832,-2.7346,2.5462,-11.626,-2.2927,5.269,4.337,6.5412,19.691,-2.1435,23.031,-19.384,-19.403,-18.985,-3.3598,-9.1241,1.1511,1.3681,2.329,0.88625,-0.74192,-5.0842,3.4441,-8.5056,-15.676,-0.40862,4
-9.776,0.59439,1.1154,2.2981,0.99853,1.3067,-5.4085,3.7053,3.5936,-15.001,-1.7588,-2.4116,2.3887,-11.802,-2.4273,4.5297,4.3792,7.0215,19.613,4.7411,22.945,-16.113,-19.409,-19.016,-3.2614,-9.2746,1.2433,0.88797,2.3111,0.86338,-1.48,-5.2893,3.6947,-5.7833,-15.282,-0.23637,4
-9.8222,0.61319,1.447,2.1495,1.0783,1.2659,-6.667,4.8323,3.5514,-15.656,-1.8712,-2.6791,2.5012,-11.674,-2.2436,4.4951,4.1652,6.8862,19.973,-3.362,23.253,-11.951,-19.4,-18.851,-3.3469,-9.1954,1.1769,1.0537,2.3946,0.73793,-1.2931,-5.5117,3.324,-7.3729,-17.049,-0.45056,4
-9.5646,0.70278,1.4012,2.0202,1.043,1.0735,-5.9778,4.4292,3.8067,-13.85,-2.0044,-1.1682,2.5726,-11.449,-2.4307,3.8132,3.7225,6.5887,13.833,-4.8041,23.158,-17.354,-19.375,-18.898,-3.3891,-9.0423,1.3339,1.0749,2.0762,0.83528,-1.5281,-5.7249,3.4089,-7.3825,-15.817,-0.63982,4
-9.5846,0.57889,1.233,2.0326,0.93607,1.1937,-6.3478,3.3645,3.3101,-14.413,-1.4973,-2.609,2.8014,-11.327,-1.6528,4.0648,3.839,5.1732,19.546,-2.0995,8.2617,-15.886,-19.381,-18.867,-3.5922,-9.1176,1.2719,1.0433,1.8532,0.91822,-1.647,-6.0391,4.3235,-6.9131,-14.791,-0.30999,4
-9.8393,0.70991,1.2944,1.9762,0.9359,1.2692,-6.1977,3.6141,3.3464,-14.575,-1.7605,-2.0793,2.6128,-11.421,-2.1924,4.387,4.1973,6.15,19.614,1.19,8.991,-14.682,-19.383,-18.821,-3.2267,-9.3831,1.2027,1.0063,1.9809,0.6856,-0.84934,-5.787,2.4524,-5.6482,-16.041,-0.33008,4
-9.7859,0.46884,1.3213,2.3075,1.0422,1.4261,-5.5465,3.6433,4.162,-14.688,-2.3067,-2.8268,2.4889,-12.041,-2.1943,4.6426,4.071,6.7882,19.9,0.0044279,23.162,-17.357,-19.429,-18.847,-3.4161,-9.1684,1.3271,1.4198,2.3069,0.86939,0.27946,-5.0438,3.709,-9.4779,-14.797,-0.000667,4
-9.63,0.4144,1.4553,2.1028,0.93148,1.3867,-6.1639,2.5922,3.9053,-14.692,-1.6085,-2.4041,2.6489,-11.294,-2.345,4.2819,4.0611,7.307,19.977,-0.52759,23.306,-9.447,-19.418,-18.928,-3.3921,-8.9883,1.0929,1.3033,1.965,0.68108,0.11308,-5.6111,3.1923,-8.3159,-13.265,-0.23503,4
-9.6067,0.4337,0.98475,2.4195,1.0357,1.395,-6.1221,3.3728,3.4464,-16.355,-2.2927,-2.4935,2.906,-11.592,-2.0499,4.9527,4.1453,6.5409,19.983,-2.6699,23.294,-13.457,-19.39,-18.885,-3.1956,-9.1713,1.1445,1.2668,2.3639,0.68846,-0.38292,-5.6932,3.1928,-7.1673,-15.466,-0.20919,4
-9.8746,0.37647,1.4588,1.8568,1.2962,1.3842,-6.9381,3.1981,4.5232,-14.87,-3.317,-2.4003,2.6355,-11.577,-2.3352,4.0806,4.2444,6.4222,19.962,-3.3137,23.244,-8.4591,-19.33,-18.852,-4.2538,-8.7512,1.6311,1.4827,2.0542,0.75653,-1.5845,-5.5466,3.4386,-7.9528,-15.278,0.21911,4
-9.5996,0.16735,1.909,2.0503,1.0796,1.4271,-5.912,2.9904,4.5867,-15.138,-2.1797,-2.6047,2.6446,-11.599,-1.9532,3.7474,3.9901,6.6264,20.003,-4.578,23.245,-16.516,-19.394,-19.095,-3.2639,-8.9955,1.5506,1.0583,1.8656,0.80434,-1.2331,-5.5687,3.9223,-6.8206,-14.337,0.41137,4
-9.5095,0.32414,1.4019,2.4571,1.044,1.6587,-4.9159,3.4213,4.2748,-15.298,-2.0932,-3.1742,2.6401,-11.689,-1.5124,4.8088,4.5409,6.0242,19.616,0.076339,22.886,-13.473,-19.429,-19.021,-3.4481,-9.0604,1.2475,1.2312,2.4138,0.7343,-1.3596,-5.1355,3.0923,-7.9553,-16.394,-0.041271,4
-9.7989,0.36929,1.2422,2.5806,1.114,1.6961,-5.4135,3.7626,4.3302,-15.015,-2.8457,-2.9936,2.7118,-11.363,-1.8304,4.3495,3.9954,6.4873,19.58,-4.311,23.027,-13.725,-19.377,-18.967,-3.5082,-9.2965,1.188,1.5888,2.5211,0.8802,-0.64338,-5.1832,3.7831,-8.7546,-16.281,-0.3009,4
-9.8551,0.50911,1.2457,2.4968,1.1529,1.6482,-5.5579,3.9865,4.0803,-15.73,-2.2089,-3.2729,2.9002,-11.894,-1.979,4.2997,4.4232,7.4604,19.423,-0.16115,23.091,-11.352,-19.407,-18.917,-3.3629,-9.2829,1.0449,1.5829,2.4864,1.036,-0.81174,-4.8808,4.6118,-8.7397,-15.343,-0.77931,4
-9.7567,0.31541,1.2554,2.649,1.0731,1.5892,-5.1601,3.7525,3.9506,-15.615,-2.2701,-2.8334,2.4501,-11.627,-2.8355,4.3115,4.98,7.0754,19.555,17.725,23.046,-15.017,-19.411,-19.023,-3.3825,-9.1064,1.1071,1.5557,2.6739,1.0305,-0.77466,-4.0835,3.7846,-10.139,-17.886,-0.27839,4
-9.4952,0.60423,1.2244,2.4612,1.1373,1.5014,-4.9947,4.3751,4.0089,-15.86,-1.9335,-2.7319,2.3625,-11.32,-2.7152,4.2492,4.4248,6.7906,19.82,4.6913,22.975,-15.164,-19.406,-18.93,-3.2706,-9.0032,0.96651,1.3498,2.3259,0.85434,-0.63494,-5.6196,3.3839,-8.5466,-16.778,-0.59071,4
-9.7266,0.42321,1.2007,2.523,1.1511,1.5853,-5.886,4.0192,4.0923,-15.098,-2.2331,-2.9648,2.5266,-11.783,-2.5742,4.2235,4.3964,7.1416,19.462,-1.1324,23.044,-11.497,-19.398,-18.902,-2.91,-9.4414,1.2173,1.3421,2.6564,1.0158,0.074298,-5.3518,4.7813,-6.7722,-17.415,-0.44831,4
-9.6889,-0.53579,1.1294,2.3989,0.82537,1.4703,-6.3243,1.5376,3.5184,-14.966,-2.1112,-3.1528,1.4126,-11.76,-2.3438,3.107,4.3609,7.1369,12.409,-3.683,22.9,-10.269,-19.391,-18.698,-2.8631,-8.9916,3.2127,1.0902,2.3118,1.1888,-0.54677,-5.2463,5.4236,-5.424,-15.496,0.80048,4
-9.6303,-0.55205,0.74392,2.1027,0.98212,1.771,-6.2081,2.2507,4.2323,-14.798,-2.4482,-3.6897,1.6028,-11.349,-1.7131,3.3798,3.727,4.8341,15.407,-4.2391,14.919,-8.2537,-19.239,-16.702,-3.1476,-9.1053,3.1997,1.0323,2.3604,1.0106,-0.1832,-5.5532,5.7473,-5.3123,-16.269,1.3865,4
-9.8855,-0.55036,0.77503,2.1314,0.97785,1.6357,-6.5215,1.6491,3.3588,-14.209,-3.5231,-3.336,1.2122,-11.835,-2.7089,3.5991,4.1346,6.696,17.095,-2.8274,23.026,-15.294,-19.405,-18.639,-2.8151,-8.6578,2.7783,0.83121,2.0008,1.1605,0.052808,-5.5675,5.1844,-4.8833,-14.228,0.6274,4
-9.5807,-0.28154,0.65877,1.9259,0.96657,1.359,-6.7586,2.0783,3.1934,-14.078,-4.257,-2.6438,1.1935,-11.206,-2.5445,3.5712,3.9336,5.7681,11.574,-4.0573,23.147,-13.488,-19.175,-17.613,-2.8803,-9.1569,2.8736,0.73373,2.2252,1.2317,-1.0999,-5.8578,5.9913,-4.4953,-14.862,0.75855,4
-9.9627,-0.22643,0.79716,2.4415,0.9906,1.519,-6.2922,2.1353,3.5025,-16.002,-3.1749,-3.3655,1.1706,-11.762,-2.4956,3.1268,4.3317,6.6152,8.7369,-1.4175,23.029,-11.406,-19.379,-18.928,-3.0658,-8.7135,2.9942,0.89091,2.3865,1.3262,-0.38283,-5.7728,5.6482,-5.2004,-17.077,0.77197,4
-9.4462,-0.64744,0.85184,2.1111,0.96488,1.5486,-5.9169,1.4351,3.5135,-14.196,-3.3826,-4.3676,1.6103,-11.254,-1.5699,3.2659,4.1193,5.1513,10.762,-3.3573,23.027,-15.194,-19.364,-18.615,-2.6951,-9.2341,3.0845,0.76899,2.3224,1.0595,-0.77603,-5.2987,5.5627,-4.4573,-13.954,1.0213,4
-9.8468,-0.5126,0.93932,2.0079,0.86372,1.3917,-6.7199,1.9942,3.4714,-14.932,-2.5995,-2.0293,1.1511,-11.39,-2.7273,3.6363,3.7088,5.9909,10.266,-3.2373,23.131,-20.02,-19.296,-17.816,-2.818,-8.5711,2.8853,0.63285,1.9655,1.0757,-1.1995,-5.7906,5.3772,-4.2918,-14.956,1,4
-9.5827,-0.35669,0.70526,2.0197,0.94037,1.6212,-6.4567,1.6951,4.0202,-13.724,-2.4391,-4.2616,1.4101,-11.531,-2.7905,3.667,4.232,6.6113,12.277,-1.1612,23.053,-15.452,-19.309,-18.642,-2.9168,-9.171,2.8185,0.77771,2.0152,0.97157,-1.0235,-6.3866,4.7167,-5.3699,-14.833,1.1962,4
-9.8421,-0.57705,0.80359,2.2655,1.0152,1.622,-6.2086,1.4236,3.5837,-14.383,-4.2505,-3.3236,1.3259,-11.776,-2.6238,4.0949,4.3875,6.4855,14.384,-3.6476,23.002,-13.949,-19.376,-18.75,-2.7822,-8.9222,2.734,0.85016,2.4458,1.236,0.16703,-5.3708,5.2244,-4.4264,-14.678,0.62373,4
-9.5146,-0.43944,0.48243,2.1855,0.99254,1.4645,-6.1626,2.1977,3.4749,-14.482,-2.2926,-3.4411,1.4779,-11.639,-1.7387,3.0004,4.0535,5.1391,11.27,-3.8345,19.784,-10.004,-19.38,-18.628,-2.7954,-9.1244,3.0097,0.75982,2.3117,1.095,-0.48751,-5.2263,5.3626,-4.5751,-15.456,0.87577,4
-9.9308,-0.70542,0.61938,2.0382,0.81579,1.6462,-6.5054,1.018,3.5758,-14.309,-2.8711,-4.5909,1.3716,-11.509,-2.4108,3.0448,3.9864,6.4128,9.3743,-2.3695,23.06,-10.297,-19.315,-18.623,-2.6354,-8.7845,2.9616,0.66489,2.018,1.136,-0.95388,-5.7108,5.5543,-4.8204,-13.914,0.88694,4
-9.5333,-0.54428,0.69807,2.0715,0.90401,1.4929,-6.3986,1.8426,3.6712,-13.901,-2.6683,-3.0053,1.2862,-11.089,-2.5803,4.2672,3.8775,6.1887,15.291,-3.8133,23.031,-18.365,-19.027,-18.405,-2.5533,-9.1606,2.8697,0.75489,2.1867,1.2195,-0.82168,-5.8988,5.5389,-4.3125,-14.015,0.58788,4
-9.9644,-0.23708,0.68145,2.2599,0.86141,1.4609,-6.3767,2.0366,3.6838,-14.827,-1.9422,-2.7534,1.232,-11.618,-2.6025,3.3029,4.0695,6.0267,12.139,-3.4898,16.886,-10.696,-19.258,-17.992,-2.8666,-9.058,2.7923,0.61946,2.3358,1.3291,-0.85553,-5.7204,6.286,-4.5191,-15.947,0.52885,4
-9.4596,-0.60132,0.63308,2.1246,0.87378,1.5,-6.4119,1.6091,3.3753,-14.574,-2.5664,-3.3984,1.5526,-11.173,-1.6303,3.1539,3.8982,5.0107,13.357,-3.2211,23.115,-10.048,-19.294,-18.107,-2.558,-9.1214,3.3095,0.7805,2.2745,1.0958,-0.36985,-5.5285,5.8971,-4.2761,-14.722,1.0743,4
-9.9163,-0.61713,0.87614,2.2367,0.88095,1.5983,-5.0769,1.6259,3.8271,-15.153,-3.0225,-3.4878,1.4184,-11.637,-2.8019,3.7326,4.1545,6.6754,13.891,1.725,23.133,-11.311,-19.229,-18.676,-2.8369,-8.4414,3.4127,1.0343,1.8653,1.2515,-0.19458,-5.5638,6.1115,-5.8861,-12.526,1.1353,4
-9.5734,-0.25296,0.97682,1.983,0.94307,1.2784,-6.631,2.3206,3.649,-14.624,-2.5545,-2.635,1.3492,-11.096,-2.9928,4.275,3.7938,6.2053,19.797,-3.4318,16.957,-14.272,-19.275,-18.474,-3.0379,-8.6675,3.7406,0.93387,1.9222,1.1883,-0.90603,-5.6493,5.8745,-4.751,-14.801,1.4854,4
-9.7068,-0.31347,1.1605,2.0298,1.0779,1.294,-4.9782,1.653,4.0192,-14.003,-2.5395,-2.0396,1.3067,-11.31,-2.549,2.5067,3.7204,4.5914,9.227,-3.9708,10.326,-5.8982,-19.26,-14.668,-3.0145,-8.3139,3.6914,0.92678,1.7042,1.1304,-1.0632,-5.523,5.4044,-4.9382,-13.007,1.3533,4
-9.7302,-0.39534,0.92706,2.2456,0.8667,1.5301,-6.0765,1.4205,4.0649,-15.502,-3.4972,-2.9122,1.4331,-11.358,-1.4187,3.4967,3.8506,5.5429,10.407,-4.036,22.338,-11.009,-19.198,-18.533,-3.3456,-8.563,3.6023,0.81041,2.2067,0.88436,-1.6789,-4.9744,5.2093,-5.6292,-13.598,1.513,4
-9.6046,-0.40306,0.73524,1.8285,0.73021,1.3307,-7.1361,1.304,3.1067,-13.687,-2.0575,-2.9183,1.1206,-11.1,-2.5907,3.1346,3.4174,5.9623,12.702,-3.5247,23.032,-10.907,-19.08,-18.462,-2.6797,-8.7653,2.6549,0.58279,1.7722,0.98396,-1.6096,-5.5194,4.2305,-4.4458,-12.789,0.83108,4
